spec,loc,num,aspect_ratio,hue_mean,redness_purity,brightness_mean,brown_dominance,color_cov,red_intensity,red_coverage,eye_cloudiness,shine_coverage,shine_intensity,body_color_b,gill_score,eye_score,body_score,rule_score,rule_quality
BANG,PWM,24,0.28656073256127124,3.12,127.78,80.12,0.0469,0.2241,0.0818,0.0,0.8608,0.0595,237.82,-5.4878,0.72,0.61,0.51,0.64,mid
BANG,PWM,25,0.2515212981744422,6.63,182.42,83.85,0.0671,0.0842,0.1172,0.0,0.8587,0.0378,241.7,-6.0846,0.81,0.58,0.53,0.68,mid
BANG,PWM,26,0.2642436149312377,14.09,53.22,91.03,0.9808,0.1929,0.1334,0.0003,0.928,0.0501,235.85,-3.5426,0.21,0.48,0.41,0.33,low
BANG,PWM,27,0.31661522633744854,7.39,145.64,74.35,0.1874,0.2056,0.0694,0.0,0.9762,0.0504,233.69,-6.8929,0.62,0.55,0.45,0.56,mid
BANG,PWM,28,0.29696819085487075,9.12,107.8,123.59,0.571,0.1838,0.0551,0.0,0.9783,0.0432,235.88,-2.5032,0.33,0.56,0.37,0.41,mid
BANG,PWM,29,0.25656565656565655,6.49,156.51,94.49,0.1298,0.207,0.0393,0.0,0.7553,0.0373,237.25,-3.086,0.7,0.73,0.39,0.65,mid
BANG,PWM,30,0.23965199050883207,3.35,129.22,61.65,0.1708,0.2255,0.0009,0.0,1.2721,0.0945,233.94,-2.0571,0.66,0.53,0.46,0.58,mid
BANG,PWM,31,0.2626423087106169,7.06,135.61,81.95,0.2677,0.1802,0.1982,0.0013,0.6021,0.0975,243.6,-3.2458,0.57,0.53,0.64,0.57,mid
BANG,PWM,32,0.3083667334669339,8.54,153.38,82.58,0.2821,0.21,0.0895,0.0,0.778,0.0606,231.98,-3.7657,0.57,0.66,0.38,0.56,mid
BANG,PWM,33,0.30176767676767674,4.21,143.18,90.64,0.0782,0.1473,0.0436,0.0,0.823,0.1091,240.42,-3.9026,0.75,0.68,0.65,0.71,high
BANG,PWM,34,0.36949239886627155,5.2,138.83,92.89,0.0175,0.199,0.0137,0.0,0.7101,0.1009,241.98,-1.4336,0.73,0.78,0.59,0.72,high
BANG,PWM,35,0.30685729414879537,7.19,186.73,103.06,0.091,0.1491,-0.096,0.0,0.9579,0.0261,237.94,-9.1589,0.8,0.72,0.51,0.72,high
BANG,PWM,36,0.27481741952934813,6.91,188.69,105.44,0.1278,0.1958,-0.0313,0.0,1.0246,0.0144,239.97,-10.9905,0.78,0.61,0.54,0.68,mid
BANG,PWM,37,0.304148638330364,5.37,179.87,76.54,0.043,0.1547,0.0289,0.0,0.8938,0.0199,245.37,-10.5536,0.84,0.64,0.6,0.73,high
BANG,PWM,38,0.2686868686868687,7.0,193.81,104.98,0.0719,0.1794,-0.0684,0.0,0.8417,0.0813,238.34,-4.2724,0.82,0.78,0.55,0.75,high
BANG,PWM,39,0.23663366336633662,8.24,183.01,80.97,0.2936,0.2646,-0.0209,0.0,0.7007,0.0514,236.36,-4.6186,0.64,0.82,0.45,0.66,mid
BANG,PWM,40,0.29458557865024376,3.36,184.04,62.45,0.0035,0.1635,-0.0194,0.0,0.8487,0.0285,241.5,-5.0489,0.91,0.72,0.48,0.77,high
BANG,PWM,41,0.3053607214428858,2.04,167.31,63.37,0.0077,0.1888,-0.0181,0.0,0.7192,0.1166,236.63,-6.0935,0.88,0.81,0.65,0.81,high
BANG,PWM,42,0.2555357597353016,4.41,166.87,90.66,0.0214,0.212,-0.0059,0.0,0.7734,0.0288,245.37,-5.4394,0.82,0.76,0.51,0.74,high
BANG,PWM,43,0.372584385467663,4.99,177.06,83.33,0.0903,0.2065,-0.0303,0.0,0.8024,0.0211,240.63,-4.9846,0.8,0.76,0.45,0.72,high
BANG,PWM,44,0.2965931863727455,4.41,166.06,77.32,0.0402,0.249,-0.0028,0.0,0.7211,0.0395,230.08,-6.3002,0.8,0.79,0.35,0.71,high
BANG,PWM,45,0.24174135723431497,4.48,180.72,80.44,0.0543,0.1855,-0.0758,0.0,0.8444,0.0282,236.45,-6.2455,0.85,0.78,0.42,0.74,high
BANG,PWM,46,0.25045278137128074,4.42,167.46,81.33,0.0479,0.1935,-0.0186,0.0,0.7605,0.0579,225.45,-4.1943,0.81,0.78,0.28,0.7,mid
BANG,PWM,47,0.2412471249680552,9.73,176.08,95.55,0.2904,0.1647,-0.1146,0.0,0.8483,0.0248,229.02,-8.9435,0.62,0.82,0.36,0.63,mid
BANG,PWM,48,0.3216041397153946,5.8,196.45,87.2,0.1308,0.1638,0.0155,0.0,0.9033,0.0052,229.57,-6.907,0.81,0.65,0.28,0.66,mid
BANG,PWM,49,0.2520432375428421,5.1,174.34,84.74,0.0889,0.1706,0.0083,0.0,0.9857,0.0098,231.52,-7.7315,0.8,0.6,0.34,0.65,mid
BANG,PWM,50,0.2761098280728766,10.34,185.25,103.91,0.3081,0.2482,-0.0205,0.0,0.9581,0.0079,226.5,-7.9178,0.6,0.65,0.26,0.55,mid
BANG,PWM,51,0.2620967741935484,8.98,169.01,83.51,0.3404,0.1651,-0.0094,0.0,0.7114,0.0177,229.29,-5.3107,0.59,0.81,0.26,0.59,mid
BANG,PWM,52,0.25,8.77,200.17,100.52,0.2568,0.1829,0.0837,0.0,0.8169,0.0083,234.16,-7.6138,0.69,0.64,0.38,0.61,mid
BANG,PWM,53,0.2467566851998941,7.59,206.33,71.43,0.0744,0.174,0.3129,0.0045,0.737,0.0394,237.58,-6.229,0.8,0.25,0.47,0.57,mid
BANG,PWM,54,0.2813071895424837,13.18,21.79,135.64,0.9903,0.2229,0.012,0.0,0.903,0.0107,239.69,-6.5619,0.22,0.65,0.44,0.39,low
BANG,PWM,55,0.2540834845735027,3.67,155.0,80.76,0.1508,0.2521,0.0336,0.0,0.7242,0.0379,232.16,-3.6352,0.72,0.75,0.32,0.65,mid
BANG,PWM,56,0.2595959595959596,0.24,170.97,77.04,0.0076,0.1946,-0.0605,0.0,0.7681,0.0473,221.25,-4.1499,0.93,0.82,0.25,0.76,high
BANG,PWM,57,0.31152568361870686,7.55,173.92,115.63,0.3271,0.2326,-0.0722,0.0,0.8768,0.0521,232.23,-2.7749,0.62,0.76,0.34,0.61,mid
BANG,PWM,58,0.34810615820664775,3.53,160.46,103.77,0.0903,0.2333,-0.0248,0.0,0.7906,0.0315,227.48,-4.2229,0.78,0.77,0.24,0.67,mid
BANG,PWM,59,0.2607133692584039,5.57,174.65,94.45,0.2179,0.2396,-0.0543,0.0,0.7821,0.0692,232.63,-2.5354,0.71,0.8,0.38,0.67,mid
BANG,PWM,60,0.2540485829959514,2.62,158.51,62.07,0.0953,0.249,0.0041,0.0,0.8277,0.0392,228.42,-4.6486,0.78,0.71,0.28,0.66,mid
CARP,CFM,01,0.304463852498787,0.39,164.94,92.36,0.0004,0.1201,0.1723,0.0057,0.911,0.0814,230.95,0.4968,0.92,0.5,0.59,0.73,high
CARP,CFM,02,0.25130023640661936,0.71,158.32,94.1,0.0017,0.1676,0.0995,0.0007,1.0237,0.0517,227.5,0.1366,0.89,0.58,0.38,0.7,mid
CARP,CFM,03,0.30518518518518517,179.87,161.29,58.34,0.0,0.0929,0.0969,0.0003,1.0473,0.0797,231.94,-0.8214,0.92,0.59,0.64,0.77,high
CARP,CFM,04,0.29718583212032995,0.51,170.61,84.84,0.0001,0.129,0.1403,0.0001,0.9192,0.0372,237.87,6.22,0.94,0.61,0.31,0.72,high
CARP,CFM,05,0.2509128847157016,3.79,193.8,125.1,0.0002,0.1042,0.0343,0.0002,0.8978,0.0424,223.58,7.4929,0.92,0.71,0.15,0.7,high
CARP,NFP,01,0.3024760832864378,176.9,148.86,105.92,0.0062,0.2604,0.1834,0.0007,0.8291,0.0956,241.02,-7.9182,0.79,0.64,0.97,0.78,high
CARP,NFP,02,0.2764603817235396,179.31,182.48,135.26,0.0023,0.2323,0.0412,0.0,0.7568,0.1353,231.91,-1.6853,0.94,0.84,0.75,0.87,high
CARP,NFP,03,0.2515519568151147,2.87,158.73,150.65,0.042,0.2905,0.023,0.0,0.4378,0.1036,238.35,-0.7633,0.79,1.0,0.83,0.86,high
CARP,NFP,04,0.2634171635986518,2.32,156.4,92.47,0.0027,0.2416,0.3932,0.01,0.7108,0.071,238.81,2.4573,0.83,0.42,0.6,0.66,mid
CARP,NFP,05,0.3144215530903328,2.64,139.95,131.77,0.0966,0.3087,0.6415,0.0233,0.5731,0.0867,234.58,-1.0862,0.71,0.35,0.73,0.61,mid
CARP,NFP,06,0.40030165912518856,0.91,152.22,118.62,0.0262,0.2712,0.0788,0.0,0.7225,0.0789,230.11,0.612,0.83,0.84,0.55,0.78,high
CARP,NFP,07,0.31663788140472077,3.41,166.21,101.8,0.0135,0.2488,0.4081,0.0174,0.7831,0.0334,230.32,-1.5104,0.83,0.22,0.39,0.56,mid
CARP,NFP,08,0.26691153963881237,1.76,137.89,112.93,0.052,0.2415,0.0784,0.0,0.6077,0.048,231.34,-3.6461,0.77,0.94,0.55,0.78,high
CARP,NFP,09,0.27816993464052286,0.72,147.46,99.7,0.0134,0.3379,0.1743,0.0011,0.6889,0.0415,231.71,-1.7801,0.81,0.77,0.47,0.73,high
CARP,NFP,10,0.2732612055641422,2.12,161.32,138.86,0.0541,0.3089,0.2782,0.0073,0.75,0.069,230.05,-1.8118,0.81,0.53,0.58,0.68,mid
CARP,NFP,11,0.2829034831161925,178.55,131.73,118.09,0.0,0.2621,0.434,0.0184,0.6162,0.0369,230.92,1.631,0.78,0.34,0.31,0.55,mid
CARP,NFP,12,0.3574479444741057,2.69,148.33,100.25,0.1047,0.3417,0.2854,0.0085,0.6552,0.0519,232.43,0.9267,0.72,0.59,0.44,0.62,mid
CARP,NFP,13,0.3807490144546649,4.98,154.46,158.53,0.1586,0.2581,0.2907,0.0022,0.8005,0.0898,226.62,-1.9461,0.69,0.56,0.64,0.64,mid
CARP,NFP,14,0.36014372581536763,2.81,147.8,119.3,0.0487,0.2895,0.1285,0.0001,0.7573,0.0678,232.5,0.4509,0.76,0.76,0.54,0.72,high
CARP,NFP,15,0.27714129841789414,1.76,148.1,154.54,0.0288,0.336,0.3693,0.0082,0.8891,0.0751,230.52,3.9722,0.78,0.31,0.43,0.57,mid
CARP,NFP,16,0.29395138496325607,2.14,153.71,76.36,0.015,0.2529,0.2541,0.0018,0.6985,0.032,231.27,-1.1466,0.82,0.68,0.39,0.69,mid
CARP,NFP,17,0.40456911509543086,1.44,136.3,106.84,0.0181,0.3097,0.1502,0.0,0.8446,0.0765,231.42,-2.4571,0.77,0.67,0.67,0.72,high
CARP,NFP,18,0.3717948717948718,1.46,150.96,141.26,0.0418,0.289,0.0554,0.0,0.8636,0.0698,231.78,-3.5589,0.8,0.73,0.67,0.75,high
CARP,NFP,19,0.28104575163398693,1.41,131.58,93.62,0.0195,0.2522,0.0282,0.0002,0.9266,0.0399,232.73,-0.1319,0.77,0.69,0.42,0.68,mid
CARP,NFP,20,0.2676386357719344,1.78,169.35,94.56,0.023,0.2326,0.1444,0.0,0.8167,0.03,242.77,-0.2763,0.87,0.7,0.55,0.76,high
CARP,NFP,21,0.2584089695675387,1.99,148.54,93.93,0.0325,0.2617,0.141,0.0,0.8234,0.0748,231.93,1.5991,0.8,0.7,0.53,0.72,high
CARP,NFP,22,0.22804784932552813,3.3,133.68,133.02,0.0219,0.2627,0.0633,0.0,0.9357,0.032,226.78,5.504,0.73,0.66,0.09,0.58,mid
CARP,NFP,23,0.27169421487603307,4.14,167.41,120.33,0.1961,0.2882,0.089,0.0,0.8271,0.0085,245.32,0.6364,0.72,0.74,0.44,0.67,mid
CARP,NFP,24,0.24541921154913937,2.3,152.92,119.31,0.0145,0.2302,0.0393,0.0,0.9027,0.0304,231.04,-1.9913,0.82,0.71,0.41,0.7,high
CARP,NFP,25,0.26137017846862404,3.34,147.39,125.76,0.0757,0.2796,0.0952,0.0,0.7936,0.0437,231.73,-0.4038,0.74,0.76,0.43,0.68,mid
CARP,NFP,26,0.3268265476854434,3.12,128.92,120.61,0.017,0.3204,0.0588,0.0,0.7785,0.0582,233.3,-1.8821,0.71,0.8,0.59,0.71,high
CARP,NFP,27,0.28305952060328576,0.08,142.82,114.91,0.0007,0.2782,0.121,0.0018,0.7299,0.0655,234.7,2.7645,0.83,0.77,0.49,0.74,high
CARP,NFP,28,0.2682531097890752,1.82,130.24,118.37,0.0343,0.2021,0.2028,0.0,0.7425,0.0479,238.06,3.0211,0.77,0.72,0.45,0.69,mid
CARP,NFP,29,0.23931855056787452,2.99,147.74,102.25,0.0932,0.2309,0.0292,0.0,0.9625,0.0593,230.0,0.2122,0.75,0.66,0.46,0.66,mid
CARP,NFP,30,0.2302158273381295,2.33,139.1,128.76,0.0145,0.2376,0.0263,0.0,0.9766,0.0365,230.74,0.5023,0.78,0.65,0.35,0.65,mid
CARP,NFP,31,0.2682531097890752,2.61,158.67,121.07,0.0739,0.2086,0.0808,0.0,0.9266,0.0812,232.09,2.796,0.81,0.65,0.53,0.71,high
CARP,NFP,32,0.23915832691814215,1.25,170.72,111.15,0.0007,0.1549,0.0226,0.0,0.9765,0.0674,230.04,3.3891,0.92,0.65,0.4,0.74,high
CARP,NFP,33,0.2659694742792538,0.87,126.12,88.59,0.0019,0.2248,0.0359,0.0,0.863,0.0759,235.56,-3.2189,0.78,0.75,0.76,0.77,high
CARP,NFP,34,0.25251509054325955,1.23,139.34,81.89,0.0761,0.2548,0.0649,0.0,0.8657,0.0164,240.75,-1.8923,0.77,0.72,0.5,0.7,high
CARP,NFP,35,0.4544037412314887,178.88,182.05,114.53,0.0002,0.2102,0.1473,0.0021,0.8142,0.0138,246.2,-0.9995,0.94,0.66,0.5,0.77,high
CARP,NFP,36,0.29395138496325607,1.01,166.38,96.56,0.0057,0.2174,0.0398,0.0,0.8484,0.0145,239.45,0.8762,0.89,0.76,0.37,0.75,high
CARP,NFP,37,0.3792717086834734,1.04,173.81,109.78,0.0002,0.1789,0.2363,0.0042,0.8997,0.0444,234.76,2.9108,0.93,0.48,0.38,0.69,mid
CARP,PWM,01,0.26372549019607844,2.91,147.72,99.1,0.0426,0.2681,0.1677,0.0,0.8063,0.0327,229.19,2.9752,0.77,0.69,0.22,0.64,mid
CARP,PWM,02,0.26476377952755903,7.18,152.59,154.93,0.1369,0.2019,0.0406,0.0002,0.9542,0.0621,233.96,4.6036,0.67,0.66,0.4,0.61,mid
CARP,PWM,03,0.26859504132231404,10.03,136.45,109.87,0.3826,0.2594,0.5252,0.0223,0.7701,0.0511,234.04,0.2065,0.43,0.19,0.49,0.37,low
CARP,PWM,04,0.3311491935483871,4.9,173.32,69.85,0.0635,0.2112,0.0874,0.0,0.9001,0.065,231.15,2.5645,0.81,0.67,0.43,0.69,mid
CARP,PWM,05,0.2700803212851406,7.44,152.83,87.52,0.1893,0.2433,0.1369,0.0,0.8456,0.0353,229.35,2.4553,0.63,0.68,0.25,0.57,mid
CARP,PWM,06,0.23161033797216699,2.37,157.72,81.9,0.0076,0.2606,0.383,0.0174,0.7069,0.0339,229.39,2.7459,0.83,0.31,0.23,0.55,mid
CARP,PWM,07,0.2807334710743802,8.09,154.62,87.63,0.3001,0.2127,0.1063,0.0007,0.7481,0.0691,234.35,3.9718,0.57,0.78,0.46,0.61,mid
CARP,PWM,08,0.32469818913480886,7.93,182.55,106.49,0.0404,0.1611,0.1286,0.0024,0.917,0.076,235.26,2.9185,0.8,0.58,0.55,0.68,mid
CARP,PWM,09,0.24549098196392785,8.61,158.99,95.12,0.1874,0.1742,0.1163,0.0,0.9286,0.0394,231.46,-1.4731,0.64,0.62,0.44,0.59,mid
CARP,PWM,10,0.24019607843137256,5.41,169.82,102.45,0.0862,0.1773,0.2415,0.0031,0.9217,0.0462,235.96,3.5268,0.78,0.47,0.39,0.61,mid
TILA,BWM,01,0.32055555555555554,178.75,177.64,127.72,0.0022,0.2003,0.1868,0.0041,1.2968,0.0059,240.62,-6.964,0.93,0.48,0.42,0.69,mid
TILA,BWM,02,0.37937384898710863,178.39,170.35,107.58,0.0002,0.1581,0.0944,0.0028,1.1566,0.008,229.79,-8.9177,0.91,0.65,0.35,0.72,high
TILA,BWM,03,0.3760923845193508,178.63,117.88,153.13,0.0132,0.2218,0.2223,0.0074,0.9751,0.0041,240.04,-15.1125,0.75,0.51,0.49,0.63,mid
TILA,BWM,04,0.33229974160206716,1.27,161.91,116.13,0.0629,0.167,0.2354,0.0101,1.3967,0.0207,225.38,-10.8141,0.86,0.28,0.5,0.61,mid
TILA,BWM,05,0.3441127694859038,1.93,152.51,138.78,0.0028,0.1246,0.0665,0.0009,1.2755,0.0062,238.28,-7.4695,0.86,0.67,0.4,0.71,high
TILA,BWM,06,0.37808641975308643,180.0,164.74,155.09,0.0014,0.1645,0.0722,0.0025,1.789,0.0104,236.84,-5.298,0.92,0.52,0.42,0.7,high
TILA,BWM,07,0.3708628841607565,179.25,159.79,136.75,0.0258,0.1819,0.1131,0.0006,1.7118,0.019,232.5,-3.5052,0.88,0.52,0.46,0.69,mid
TILA,BWM,08,0.3742138364779874,177.66,167.79,128.85,0.0005,0.2036,0.1994,0.0031,1.7351,0.0134,229.66,-9.0116,0.88,0.39,0.43,0.64,mid
TILA,BWM,09,0.3389142567224759,178.74,154.97,96.73,0.0013,0.1769,0.0965,0.0002,1.4864,0.0023,223.78,-11.7923,0.87,0.57,0.26,0.66,mid
TILA,BWM,10,0.37783305693753455,0.3,151.35,106.11,0.0,0.2039,0.0092,0.0023,1.4691,0.0076,226.46,-5.931,0.87,0.62,0.26,0.67,mid
TILA,BWM,11,0.3330498866213152,178.4,134.19,107.05,0.0,0.2908,0.077,0.0028,1.0352,0.0444,217.42,-2.3064,0.77,0.72,0.52,0.7,high
TILA,BWM,12,0.3647894469812278,178.44,145.32,96.02,0.0049,0.2248,0.1658,0.0056,0.8161,0.0623,225.26,-1.3835,0.82,0.67,0.56,0.72,high
TILA,BWM,13,0.36255924170616116,176.68,149.57,107.56,0.0783,0.2319,0.157,0.0063,1.1154,0.0153,220.09,-2.4702,0.76,0.54,0.27,0.6,mid
TILA,BWM,14,0.3380667663178874,179.2,153.11,72.98,0.0082,0.2044,0.2444,0.0078,1.0364,0.0441,227.81,-2.0619,0.86,0.46,0.59,0.69,mid
TILA,BWM,15,0.36585365853658536,179.68,154.71,92.44,0.0193,0.2253,0.1416,0.0054,1.0772,0.0205,221.41,-2.2476,0.86,0.59,0.34,0.68,mid
TILA,BWM,16,0.3742690058479532,173.14,124.93,117.62,0.002,0.336,0.079,0.0024,1.0019,0.0128,221.69,0.8214,0.63,0.74,0.19,0.58,mid
TILA,BWM,17,0.41461988304093567,174.87,143.79,120.53,0.0,0.2263,0.2273,0.0072,1.013,0.0098,216.31,0.9298,0.75,0.5,0.14,0.55,mid
TILA,BWM,18,0.36164021164021165,178.89,123.2,132.04,0.0064,0.291,0.1507,0.005,1.1579,0.0138,217.45,-2.7721,0.75,0.56,0.25,0.59,mid
TILA,BWM,19,0.3117782909930716,176.59,132.06,139.9,0.0001,0.1685,0.4233,0.0172,0.9782,0.0418,228.08,0.244,0.77,0.23,0.57,0.57,mid
TILA,BWM,20,0.4175465057817999,179.39,115.0,119.23,0.0001,0.3558,0.1943,0.0052,0.9436,0.0235,222.35,-2.924,0.72,0.6,0.4,0.62,mid
TILA,BWM,21,0.3596318211702827,177.81,126.36,122.22,0.0005,0.2196,0.2327,0.0041,1.0916,0.0084,238.86,-3.7033,0.76,0.52,0.39,0.61,mid
TILA,BWM,22,0.3826847151720248,176.13,142.47,134.13,0.0004,0.1898,0.1546,0.0061,1.1376,0.0083,232.25,-3.9052,0.78,0.54,0.31,0.61,mid
TILA,BWM,23,0.3441127694859038,179.32,142.6,162.3,0.0047,0.314,0.2143,0.0076,1.2102,0.0101,238.84,-2.8801,0.81,0.42,0.4,0.61,mid
TILA,BWM,24,0.34515951595159516,176.8,140.43,121.46,0.0012,0.1924,0.112,0.005,0.8094,0.0147,240.56,1.1032,0.79,0.73,0.43,0.7,high
TILA,BWM,25,0.35391990975747323,1.45,147.85,104.62,0.037,0.2399,0.2079,0.006,1.3088,0.0148,229.33,1.9809,0.81,0.42,0.29,0.59,mid
TILA,BWM,26,0.37265917602996257,176.39,177.01,137.84,0.0021,0.1744,0.1888,0.0045,0.993,0.0486,223.27,-3.0588,0.88,0.6,0.56,0.73,high
TILA,BWM,27,0.3819804260218768,179.68,152.2,115.62,0.0,0.1606,0.158,0.003,1.032,0.0334,225.21,-0.7127,0.89,0.64,0.55,0.75,high
TILA,BWM,28,0.32061266874350985,178.57,133.51,154.81,0.0036,0.2103,0.2249,0.004,0.9738,0.0244,224.04,-1.5396,0.8,0.58,0.42,0.66,mid
TILA,BWM,29,0.37513227513227515,176.19,171.16,144.23,0.0042,0.2013,0.0398,0.0,1.2396,0.0184,222.18,-2.234,0.85,0.73,0.32,0.71,high
TILA,BWM,30,0.358187134502924,179.6,139.79,131.13,0.0002,0.2586,0.2844,0.0097,1.277,0.0228,221.29,-4.1964,0.82,0.29,0.4,0.58,mid
TILA,CFM,01,0.38585858585858585,1.73,140.23,113.39,0.0019,0.4043,0.1433,0.0038,0.918,0.0097,233.45,2.274,0.75,0.68,0.26,0.63,mid
TILA,CFM,02,0.3774733637747336,179.12,173.06,69.29,0.0,0.1836,0.1444,0.003,0.8304,0.0201,233.51,1.8314,0.93,0.73,0.42,0.77,high
TILA,CFM,03,0.35444444444444445,1.24,182.52,90.97,0.0875,0.2133,0.2414,0.0016,1.0523,0.0139,234.06,-0.8212,0.89,0.58,0.37,0.69,mid
TILA,CFM,04,0.35185185185185186,0.85,179.71,100.75,0.0182,0.1938,0.0062,0.0,1.5445,0.0135,231.79,1.5945,0.93,0.64,0.31,0.72,high
TILA,CFM,05,0.3338973491257755,178.15,169.03,73.75,0.0001,0.1386,0.2308,0.0062,1.0763,0.0207,242.66,-0.5587,0.9,0.49,0.56,0.71,high
TILA,CFM,06,0.37850467289719625,1.73,163.81,64.79,0.0004,0.1813,0.3048,0.0086,1.0178,0.013,236.93,-0.1176,0.88,0.39,0.38,0.63,mid
TILA,CFM,07,0.40555555555555556,178.69,166.36,82.85,0.0005,0.1695,0.1772,0.0041,1.2781,0.0091,233.92,-1.658,0.9,0.5,0.31,0.66,mid
TILA,CFM,08,0.3647894469812278,178.86,171.83,70.25,0.0001,0.1576,0.2892,0.0081,0.9968,0.0149,244.15,-3.0356,0.92,0.43,0.53,0.69,mid
TILA,CFM,09,0.35873813512004465,0.97,186.82,82.13,0.0112,0.1469,0.2179,0.0069,1.2707,0.0099,233.27,1.8057,0.97,0.41,0.27,0.66,mid
TILA,CFM,10,0.3833609729132117,177.28,150.55,96.44,0.0045,0.185,0.1027,0.0015,1.081,0.004,242.51,-0.5814,0.82,0.7,0.33,0.69,mid
TILA,CFM,11,0.3317972350230415,179.25,149.62,102.57,0.01,0.2501,0.0935,0.0013,1.1762,0.0066,240.66,-3.6017,0.84,0.68,0.38,0.7,high
TILA,CFM,12,0.35634920634920636,0.08,136.21,116.74,0.0066,0.3307,0.0972,0.0045,1.2522,0.0103,247.58,2.6487,0.79,0.58,0.41,0.65,mid
TILA,CFM,13,0.38699186991869916,177.59,150.59,115.72,0.0,0.2192,0.1732,0.0067,1.022,0.0073,235.93,2.0611,0.82,0.55,0.26,0.63,mid
TILA,CFM,14,0.36693121693121694,178.15,121.19,115.39,0.0034,0.2166,0.1679,0.005,0.9828,0.0045,220.89,5.2531,0.75,0.61,0.01,0.56,mid
TILA,CFM,15,0.3692647871752349,177.39,165.73,90.47,0.0026,0.152,0.2613,0.0098,0.9422,0.0044,239.72,2.3248,0.88,0.44,0.26,0.62,mid
TILA,CFM,16,0.3611111111111111,177.73,137.25,113.97,0.024,0.2804,0.2913,0.009,1.1141,0.0101,243.23,2.6943,0.76,0.36,0.38,0.56,mid
TILA,CFM,17,0.35856009070294786,0.27,135.94,102.6,0.0273,0.308,0.258,0.0088,1.1922,0.012,230.77,0.9106,0.79,0.36,0.28,0.56,mid
TILA,CFM,18,0.36955337690631807,178.77,149.88,104.54,0.0169,0.1898,0.1999,0.0065,0.8479,0.011,243.07,2.5049,0.84,0.6,0.39,0.68,mid
TILA,CFM,19,0.32517114270668773,179.48,150.05,102.5,0.0007,0.2108,0.1393,0.0001,1.0855,0.0252,234.58,4.5047,0.86,0.69,0.47,0.73,high
TILA,CFM,20,0.35445601851851855,1.07,143.49,111.64,0.0709,0.2452,0.2029,0.0085,0.9215,0.015,240.8,2.6379,0.79,0.53,0.42,0.64,mid
TILA,CFM,21,0.3817533129459735,177.98,120.97,130.07,0.0014,0.2329,0.0376,0.0001,1.3768,0.0196,234.8,10.7389,0.74,0.67,0.38,0.65,mid
TILA,CFM,22,0.3758807588075881,177.26,135.3,120.64,0.0052,0.1891,0.003,0.0,1.1939,0.0166,232.45,8.3372,0.78,0.78,0.31,0.69,mid
TILA,CFM,23,0.38805555555555554,1.64,141.42,110.24,0.0898,0.2604,0.1354,0.0062,1.3996,0.0115,231.86,12.6021,0.76,0.45,0.23,0.56,mid
TILA,CFM,24,0.36326860841423947,1.55,147.61,125.55,0.08,0.299,0.1178,0.0054,1.3051,0.0183,227.52,2.9884,0.77,0.52,0.31,0.6,mid
TILA,CFM,25,0.36288998357963875,178.82,126.28,83.69,0.005,0.3053,-0.0029,0.0007,1.5576,0.0189,231.24,7.2462,0.75,0.63,0.33,0.63,mid
TILA,CFM,26,0.3370020964360587,178.37,147.67,120.73,0.001,0.2205,0.1492,0.0021,1.0124,0.0089,242.66,-3.9693,0.83,0.67,0.44,0.7,high
TILA,CFM,27,0.35971588026382545,177.85,146.4,91.62,0.0009,0.2318,0.2398,0.0061,1.0466,0.011,242.24,-5.0658,0.81,0.49,0.48,0.65,mid
TILA,CFM,28,0.3055555555555556,176.3,167.3,114.06,0.0,0.1498,0.1442,0.0034,1.0005,0.0069,238.86,-3.6388,0.86,0.66,0.37,0.7,high
TILA,CFM,29,0.3245227606461087,179.61,149.56,122.64,0.0179,0.2545,0.0635,0.0001,1.6534,0.016,234.24,-0.5178,0.84,0.58,0.4,0.67,mid
TILA,CFM,30,0.3761140819964349,179.1,140.25,147.04,0.0021,0.267,0.2,0.0057,1.3214,0.0084,237.05,-1.7135,0.81,0.43,0.34,0.6,mid
TILA,CFM,31,0.33153153153153153,179.08,135.2,111.16,0.0087,0.2278,0.1351,0.007,1.0922,0.0141,229.95,8.8276,0.8,0.56,0.25,0.62,mid
TILA,CFM,32,0.34509112286890065,177.28,150.34,77.01,0.0077,0.1862,0.1357,0.005,0.7578,0.0028,235.44,11.8276,0.82,0.73,0.16,0.66,mid
TILA,CFM,33,0.34354354354354355,1.79,140.92,99.6,0.0706,0.2123,0.0853,0.0028,1.1075,0.0092,220.14,5.6347,0.77,0.68,0.08,0.6,mid
TILA,CFM,34,0.33547008547008544,179.84,160.85,85.84,0.0162,0.2398,0.1295,0.0052,1.1755,0.005,241.64,4.0716,0.88,0.56,0.27,0.66,mid
TILA,CFM,35,0.3421900161030596,179.96,158.99,65.61,0.0006,0.1545,0.0034,0.0,1.174,0.007,241.48,9.053,0.91,0.79,0.28,0.75,high
TILA,CFM,36,0.36348238482384826,178.72,159.51,83.8,0.0032,0.169,0.2268,0.0063,0.8914,0.0213,245.57,-4.9425,0.88,0.56,0.67,0.74,high
TILA,CFM,37,0.3879310344827586,0.16,141.89,80.61,0.0063,0.2181,0.3217,0.012,0.9906,0.0199,237.47,-4.1829,0.84,0.32,0.54,0.62,mid
TILA,CFM,38,0.366729088639201,179.72,138.66,93.87,0.0026,0.24,0.2566,0.0002,1.0806,0.0123,236.45,-1.6852,0.82,0.58,0.39,0.66,mid
