spec,loc,num,hue_mean,redness_purity,brightness_mean,brown_dominance,color_cov,red_intensity,red_coverage,eye_cloudiness,shine_coverage,shine_intensity,body_color_b,gill_score,eye_score,body_score,rule_score,rule_quality
CARP,PWM,6,2.37,157.72,81.9,0.0076,0.2606,0.383,0.0174,0.7069,0.0339,229.39,2.7459,0.81,0.31,0.23,0.54,mid
CARP,PWM,7,8.09,154.62,87.63,0.3001,0.2127,0.1063,0.0007,0.7481,0.0691,234.35,3.9718,0.65,0.78,0.46,0.65,mid
CARP,PWM,8,7.93,182.55,106.49,0.0404,0.1611,0.1286,0.0024,0.917,0.076,235.26,2.9185,0.81,0.58,0.55,0.69,mid
CARP,PWM,9,8.61,158.99,95.12,0.1874,0.1742,0.1163,0,0.9286,0.0394,231.46,-1.4731,0.69,0.62,0.44,0.62,mid
CARP,PWM,10,5.41,169.82,102.45,0.0862,0.1773,0.2415,0.0031,0.9217,0.0462,235.96,3.5268,0.81,0.47,0.39,0.62,mid
TILA,BWM,1,178.75,177.64,127.72,0.0022,0.2003,0.1868,0.0041,1.2968,0.0059,240.62,-6.964,0.91,0.48,0.42,0.68,mid
TILA,BWM,2,178.39,170.35,107.58,0.0002,0.1581,0.0944,0.0028,1.1566,0.008,229.79,-8.9177,0.88,0.65,0.35,0.7,high
TILA,BWM,3,178.63,117.88,153.13,0.0132,0.2218,0.2223,0.0074,0.9751,0.0041,240.04,-15.1125,0.75,0.51,0.49,0.63,mid
TILA,BWM,4,1.27,161.91,116.13,0.0629,0.167,0.2354,0.0101,1.3967,0.0207,225.38,-10.8141,0.87,0.28,0.5,0.62,mid
TILA,BWM,5,1.93,152.51,138.78,0.0028,0.1246,0.0665,0.0009,1.2755,0.0062,238.28,-7.4695,0.85,0.67,0.4,0.71,high
TILA,BWM,6,180,164.74,155.09,0.0014,0.1645,0.0722,0.0025,1.789,0.0104,236.84,-5.298,0.91,0.52,0.42,0.69,mid
TILA,BWM,7,179.25,159.79,136.75,0.0258,0.1819,0.1131,0.0006,1.7118,0.019,232.5,-3.5052,0.87,0.52,0.46,0.68,mid
TILA,BWM,8,177.66,167.79,128.85,0.0005,0.2036,0.1994,0.0031,1.7351,0.0134,229.66,-9.0116,0.85,0.39,0.43,0.63,mid
TILA,BWM,9,178.74,154.97,96.73,0.0013,0.1769,0.0965,0.0002,1.4864,0.0023,223.78,-11.7923,0.85,0.57,0.26,0.65,mid
TILA,BWM,10,0.3,151.35,106.11,0,0.2039,0.0092,0.0023,1.4691,0.0076,226.46,-5.931,0.87,0.62,0.26,0.67,mid
TILA,BWM,11,178.4,134.19,107.05,0,0.2908,0.077,0.0028,1.0352,0.0444,217.42,-2.3064,0.77,0.72,0.52,0.7,high
TILA,BWM,12,178.44,145.32,96.02,0.0049,0.2248,0.1658,0.0056,0.8161,0.0623,225.26,-1.3835,0.81,0.67,0.56,0.72,high
TILA,BWM,13,176.68,149.57,107.56,0.0783,0.2319,0.157,0.0063,1.1154,0.0153,220.09,-2.4702,0.75,0.54,0.27,0.59,mid
TILA,BWM,14,179.2,153.11,72.98,0.0082,0.2044,0.2444,0.0078,1.0364,0.0441,227.81,-2.0619,0.82,0.46,0.59,0.67,mid
TILA,BWM,15,179.68,154.71,92.44,0.0193,0.2253,0.1416,0.0054,1.0772,0.0205,221.41,-2.2476,0.86,0.59,0.34,0.68,mid
TILA,BWM,16,173.14,124.93,117.62,0.002,0.336,0.079,0.0024,1.0019,0.0128,221.69,0.8214,0.58,0.74,0.19,0.55,mid
TILA,BWM,17,174.87,143.79,120.53,0,0.2263,0.2273,0.0072,1.013,0.0098,216.31,0.9298,0.7,0.5,0.14,0.53,mid
TILA,BWM,18,178.89,123.2,132.04,0.0064,0.291,0.1507,0.005,1.1579,0.0138,217.45,-2.7721,0.75,0.56,0.25,0.59,mid
TILA,BWM,19,176.59,132.06,139.9,0.0001,0.1685,0.4233,0.0172,0.9782,0.0418,228.08,0.244,0.73,0.23,0.57,0.55,mid
TILA,BWM,20,179.39,115,119.23,0.0001,0.3558,0.1943,0.0052,0.9436,0.0235,222.35,-2.924,0.73,0.6,0.4,0.62,mid
TILA,BWM,21,177.81,126.36,122.22,0.0005,0.2196,0.2327,0.0041,1.0916,0.0084,238.86,-3.7033,0.75,0.52,0.39,0.61,mid
TILA,BWM,22,176.13,142.47,134.13,0.0004,0.1898,0.1546,0.0061,1.1376,0.0083,232.25,-3.9052,0.74,0.54,0.31,0.59,mid
TILA,BWM,23,179.32,142.6,162.3,0.0047,0.314,0.2143,0.0076,1.2102,0.0101,238.84,-2.8801,0.81,0.42,0.4,0.61,mid
TILA,BWM,24,176.8,140.43,121.46,0.0012,0.1924,0.112,0.005,0.8094,0.0147,240.56,1.1032,0.76,0.73,0.43,0.68,mid
TILA,BWM,25,1.45,147.85,104.62,0.037,0.2399,0.2079,0.006,1.3088,0.0148,229.33,1.9809,0.83,0.42,0.29,0.6,mid
TILA,BWM,26,176.39,177.01,137.84,0.0021,0.1744,0.1888,0.0045,0.993,0.0486,223.27,-3.0588,0.84,0.6,0.56,0.71,high
TILA,BWM,27,179.68,152.2,115.62,0,0.1606,0.158,0.003,1.032,0.0334,225.21,-0.7127,0.87,0.64,0.55,0.74,high
TILA,BWM,28,178.57,133.51,154.81,0.0036,0.2103,0.2249,0.004,0.9738,0.0244,224.04,-1.5396,0.79,0.58,0.42,0.65,mid
TILA,BWM,29,176.19,171.16,144.23,0.0042,0.2013,0.0398,0,1.2396,0.0184,222.18,-2.234,0.82,0.73,0.32,0.69,mid
TILA,BWM,30,179.6,139.79,131.13,0.0002,0.2586,0.2844,0.0097,1.277,0.0228,221.29,-4.1964,0.82,0.29,0.4,0.58,mid
TILA,CFM,1,1.73,140.23,113.39,0.0019,0.4043,0.1433,0.0038,0.918,0.0097,233.45,2.274,0.77,0.68,0.26,0.64,mid
TILA,CFM,2,179.12,173.06,69.29,0,0.1836,0.1444,0.003,0.8304,0.0201,233.51,1.8314,0.87,0.73,0.42,0.74,high
TILA,CFM,3,1.24,182.52,90.97,0.0875,0.2133,0.2414,0.0016,1.0523,0.0139,234.06,-0.8212,0.9,0.58,0.37,0.7,mid
TILA,CFM,4,0.85,179.71,100.75,0.0182,0.1938,0.0062,0,1.5445,0.0135,231.79,1.5945,0.93,0.64,0.31,0.72,high
TILA,CFM,5,178.15,169.03,73.75,0.0001,0.1386,0.2308,0.0062,1.0763,0.0207,242.66,-0.5587,0.84,0.49,0.56,0.68,mid
TILA,CFM,6,1.73,163.81,64.79,0.0004,0.1813,0.3048,0.0086,1.0178,0.013,236.93,-0.1176,0.84,0.39,0.38,0.61,mid
TILA,CFM,7,178.69,166.36,82.85,0.0005,0.1695,0.1772,0.0041,1.2781,0.0091,233.92,-1.658,0.86,0.5,0.31,0.64,mid
TILA,CFM,8,178.86,171.83,70.25,0.0001,0.1576,0.2892,0.0081,0.9968,0.0149,244.15,-3.0356,0.86,0.43,0.53,0.66,mid
TILA,CFM,9,0.97,186.82,82.13,0.0112,0.1469,0.2179,0.0069,1.2707,0.0099,233.27,1.8057,0.92,0.41,0.27,0.64,mid
TILA,CFM,10,177.28,150.55,96.44,0.0045,0.185,0.1027,0.0015,1.081,0.004,242.51,-0.5814,0.79,0.7,0.33,0.67,mid
TILA,CFM,11,179.25,149.62,102.57,0.01,0.2501,0.0935,0.0013,1.1762,0.0066,240.66,-3.6017,0.84,0.68,0.38,0.7,high
TILA,CFM,12,0.08,136.21,116.74,0.0066,0.3307,0.0972,0.0045,1.2522,0.0103,247.58,2.6487,0.8,0.58,0.41,0.66,mid
TILA,CFM,13,177.59,150.59,115.72,0,0.2192,0.1732,0.0067,1.022,0.0073,235.93,2.0611,0.8,0.55,0.26,0.62,mid
TILA,CFM,14,178.15,121.19,115.39,0.0034,0.2166,0.1679,0.005,0.9828,0.0045,220.89,5.2531,0.74,0.61,0.01,0.55,mid
TILA,CFM,15,177.39,165.73,90.47,0.0026,0.152,0.2613,0.0098,0.9422,0.0044,239.72,2.3248,0.83,0.44,0.26,0.6,mid
TILA,CFM,16,177.73,137.25,113.97,0.024,0.2804,0.2913,0.009,1.1141,0.0101,243.23,2.6943,0.75,0.36,0.38,0.56,mid
TILA,CFM,17,0.27,135.94,102.6,0.0273,0.308,0.258,0.0088,1.1922,0.012,230.77,0.9106,0.8,0.36,0.28,0.56,mid
TILA,CFM,18,178.77,149.88,104.54,0.0169,0.1898,0.1999,0.0065,0.8479,0.011,243.07,2.5049,0.83,0.6,0.39,0.67,mid
TILA,CFM,19,179.48,150.05,102.5,0.0007,0.2108,0.1393,0.0001,1.0855,0.0252,234.58,4.5047,0.86,0.69,0.47,0.73,high
TILA,CFM,20,1.07,143.49,111.64,0.0709,0.2452,0.2029,0.0085,0.9215,0.015,240.8,2.6379,0.81,0.53,0.42,0.65,mid
TILA,CFM,21,177.98,120.97,130.07,0.0014,0.2329,0.0376,0.0001,1.3768,0.0196,234.8,10.7389,0.73,0.67,0.38,0.64,mid
TILA,CFM,22,177.26,135.3,120.64,0.0052,0.1891,0.003,0,1.1939,0.0166,232.45,8.3372,0.76,0.78,0.31,0.68,mid
TILA,CFM,23,1.64,141.42,110.24,0.0898,0.2604,0.1354,0.0062,1.3996,0.0115,231.86,12.6021,0.79,0.45,0.23,0.58,mid
TILA,CFM,24,1.55,147.61,125.55,0.08,0.299,0.1178,0.0054,1.3051,0.0183,227.52,2.9884,0.8,0.52,0.31,0.62,mid
TILA,CFM,25,178.82,126.28,83.69,0.005,0.3053,-0.0029,0.0007,1.5576,0.0189,231.24,7.2462,0.73,0.63,0.33,0.62,mid
TILA,CFM,26,178.37,147.67,120.73,0.001,0.2205,0.1492,0.0021,1.0124,0.0089,242.66,-3.9693,0.82,0.67,0.44,0.7,mid
TILA,CFM,27,177.85,146.4,91.62,0.0009,0.2318,0.2398,0.0061,1.0466,0.011,242.24,-5.0658,0.78,0.49,0.48,0.63,mid
TILA,CFM,28,176.3,167.3,114.06,0,0.1498,0.1442,0.0034,1.0005,0.0069,238.86,-3.6388,0.81,0.66,0.37,0.68,mid
TILA,CFM,29,179.61,149.56,122.64,0.0179,0.2545,0.0635,0.0001,1.6534,0.016,234.24,-0.5178,0.84,0.58,0.4,0.67,mid
TILA,CFM,30,179.1,140.25,147.04,0.0021,0.267,0.2,0.0057,1.3214,0.0084,237.05,-1.7135,0.81,0.43,0.34,0.6,mid
TILA,NFP,1,0.58,140.1,128.74,0.0509,0.2588,-0.0283,0.0022,0.6104,0.0212,244.78,5.3632,0.81,0.96,0.52,0.8,high
TILA,NFP,2,1.89,139.38,117.04,0.0754,0.2425,0.0929,0.0028,0.7709,0.0129,240.95,3.7542,0.79,0.81,0.38,0.71,high
TILA,NFP,3,4.08,136.25,128.02,0.2356,0.224,0.1108,0.0046,0.7053,0.019,240.56,5.6908,0.7,0.78,0.44,0.67,mid
TILA,NFP,4,2.23,174.35,146.76,0.1064,0.2371,0.2035,0.003,0.8576,0.0061,229.6,-15.8254,0.86,0.67,0.41,0.71,high
TILA,NFP,5,177.92,138.91,89.32,0.0483,0.2694,0.3596,0.004,1.0571,0.0047,245.66,-16.5808,0.74,0.42,0.59,0.61,mid
TILA,NFP,6,2.15,176.37,110.19,0.0895,0.298,0.7691,0.0283,0.9546,0.0074,246.51,-27.303,0.86,0.24,0.63,0.63,mid
TILA,NFP,7,3.78,154.67,113.31,0.1414,0.2276,0.1091,0,1.2822,0.0069,245.73,-11.0903,0.78,0.64,0.54,0.69,mid
TILA,NFP,8,179.49,138.67,97.77,0.0747,0.2721,0.2558,0.0043,0.9392,0.0038,246.34,-16.5488,0.79,0.56,0.57,0.68,mid
TILA,NFP,9,0.27,170.04,120.88,0.0199,0.2339,0.2667,0.0005,1.0398,0.0117,243,-17.0091,0.91,0.58,0.66,0.76,high
TILA,NFP,10,178.13,133.27,110.81,0.0679,0.2489,0.1118,0.0006,1.1007,0.0044,244.88,-16.7829,0.75,0.7,0.58,0.7,high
TILA,NFP,11,0.38,149.42,112.1,0.0428,0.3208,0.2365,0.002,0.7526,0.0037,229.15,-18.0075,0.83,0.7,0.39,0.7,high
TILA,NFP,12,2.46,158.75,127.41,0.1778,0.392,0.4092,0.0008,1.2309,0.0021,238.97,-13.2208,0.76,0.41,0.45,0.59,mid
TILA,NFP,13,0.51,137.46,118.11,0.0839,0.2708,0.7765,0.0323,0.8557,0.0048,232.42,-23.71,0.8,0.28,0.44,0.57,mid
TILA,NFP,14,0.72,124.87,118.9,0.0682,0.2726,0.3919,0.0203,0.7284,0.0021,247.67,-25.7577,0.76,0.33,0.58,0.59,mid
TILA,NFP,15,178.91,126.87,129.16,0.0779,0.2512,0.3292,0.0165,0.8267,0.0013,230.13,-22.1052,0.75,0.32,0.4,0.55,mid
TILA,NFP,16,4.33,210.47,59.34,0.0538,0.2206,0.0313,0.0003,0.9274,0.0182,244.31,3.3138,0.86,0.86,0.5,0.79,high
TILA,NFP,17,2.34,202.95,110.15,0.0803,0.2757,0.1279,0.0018,0.8076,0.0174,238.63,3.4682,0.92,0.78,0.42,0.78,high
TILA,NFP,18,2.47,153.42,119.71,0.0427,0.2469,0.0144,0.001,0.9216,0.0157,244.61,4.2393,0.82,0.86,0.45,0.76,high
TILA,NFP,19,6.8,146.17,109.88,0.3441,0.3993,-0.0352,0.0029,0.7529,0.0182,243.6,2.0297,0.61,0.91,0.51,0.68,mid
TILA,NFP,20,5.98,147.83,115.44,0.1751,0.3637,0.0353,0,0.7133,0.0213,243.36,3.916,0.68,0.94,0.52,0.73,high
TILA,NFP,21,3.08,165.83,127.96,0.1399,0.2991,0.2085,0.0034,0.72,0.0166,241.56,3.4805,0.8,0.71,0.44,0.7,high
TILA,NFP,22,174.02,139.93,84.21,0.0001,0.2421,-0.0203,0.0009,0.8569,0.0062,240.16,3.7949,0.65,0.91,0.27,0.65,mid
TILA,NFP,23,175.43,125.27,144,0.0001,0.2668,0.1476,0.0056,0.6244,0.0082,240.22,4.2368,0.66,0.74,0.29,0.61,mid
TILA,NFP,24,2.39,149.9,129.94,0.1843,0.4575,0.0703,0.0031,0.9877,0.0128,239.06,2.89,0.72,0.74,0.37,0.66,mid
TILA,NFP,25,1.09,120.48,122.64,0.0304,0.2758,-0.0235,0.0011,0.6669,0.0124,239.94,2.7937,0.76,0.98,0.37,0.75,high
TILA,NFP,26,3.45,128.62,111.91,0.0697,0.2579,0.0323,0.0016,0.9229,0.007,243.41,2.6571,0.73,0.83,0.34,0.68,mid
TILA,NFP,27,179.44,151.95,122.35,0.0012,0.2134,0.1106,0.0039,0.6633,0.0084,240.38,2.6908,0.86,0.81,0.32,0.74,high
TILA,NFP,28,5.88,197.35,64.3,0.0534,0.1784,0.0479,0.0011,0.8127,0.0097,243.11,2.2178,0.83,0.87,0.38,0.75,high
TILA,NFP,29,5.22,166.12,106.27,0.2034,0.2131,0.1265,0.0023,0.7295,0.007,242.46,3.0351,0.77,0.8,0.32,0.69,mid
TILA,NFP,30,179.11,159.31,88.22,0.0002,0.2372,-0.028,0.0013,0.815,0.0122,243.64,3.5054,0.85,0.92,0.4,0.78,high
TILA,PWM,1,1.49,108.51,76.79,0.1192,0.2292,0.144,0.001,1.0075,0.0179,236.17,-1.5047,0.68,0.7,0.46,0.64,mid
TILA,PWM,2,5.61,132.05,100.61,0.1009,0.2024,0.0632,0.002,1.1313,0.0055,234.87,-0.4455,0.71,0.71,0.26,0.62,mid
TILA,PWM,3,6.41,157.18,119.57,0.0419,0.1483,0.2336,0,0.9859,0.0117,230.39,-1.7562,0.77,0.65,0.31,0.64,mid
TILA,PWM,4,7.69,157.14,82.73,0.2541,0.1825,0.1067,0,0.7211,0.0071,229.24,-0.68,0.67,0.87,0.22,0.64,mid
TILA,PWM,5,6.29,161.43,103.45,0.2083,0.1641,0.0269,0,1.0957,0.0118,235.82,-3.6588,0.74,0.8,0.4,0.69,mid
TILA,PWM,6,3.71,161.98,81.88,0.1228,0.201,0.0364,0.0014,1.1792,0.0082,230.33,-0.8071,0.79,0.73,0.25,0.66,mid
TILA,PWM,7,5.28,161.25,71.71,0.0419,0.1588,0.1044,0.0014,0.5914,0.0105,232.17,1.2591,0.76,0.86,0.28,0.69,mid
TILA,PWM,8,5.94,136.82,83.2,0.3259,0.2318,0.0544,0.0014,1.2323,0.0104,228.71,-0.9492,0.63,0.69,0.26,0.57,mid
TILA,PWM,9,,,,,,,,,,,,,,,,none
TILA,PWM,10,9.3,147.52,89.5,0.4734,0.266,0.1888,0.0033,0.6172,0.0096,229.07,1.0206,0.56,0.75,0.23,0.55,mid
TILA,PWM,11,6.12,136.43,110.71,0.0747,0.2086,0.0554,0,1.2066,0.011,230.29,-5.5635,0.71,0.73,0.35,0.64,mid
TILA,PWM,12,4.34,147.8,78.25,0.1659,0.2044,0.0241,0.0006,1.5162,0.0081,235.31,-0.7484,0.72,0.62,0.3,0.61,mid
TILA,PWM,13,6.14,152.55,102.84,0.063,0.1901,0.0578,0.0024,0.9127,0.0072,234.59,-0.8647,0.76,0.79,0.28,0.67,mid
TILA,PWM,14,5.46,152.94,83.52,0.2145,0.2147,0.1137,0.0047,1.1628,0.0054,230.26,-2.9606,0.71,0.59,0.24,0.58,mid
TILA,PWM,15,5.38,154.9,111.56,0.097,0.1733,0.1099,0.0013,1.1655,0.0079,232.32,0.8477,0.77,0.67,0.25,0.64,mid
TILA,PWM,16,6,191.15,111.93,0.0557,0.148,0.0433,0,1.396,0.0087,232.14,-1.2477,0.86,0.66,0.28,0.68,mid
TILA,PWM,17,5.12,150.1,109.67,0.0928,0.2041,0.0028,0,1.4593,0.015,236.52,-2.9297,0.76,0.67,0.45,0.67,mid
TILA,PWM,18,4.52,147.62,81.28,0.1714,0.1724,0.0288,0.0003,1.3717,0.0114,238.14,-0.9745,0.72,0.68,0.39,0.64,mid
TILA,PWM,19,7.01,169.51,127.29,0.037,0.1483,0.0665,0,1.2204,0.008,232.7,-0.569,0.79,0.71,0.27,0.66,mid
TILA,PWM,20,4.79,150.9,91.16,0.145,0.1943,0.0693,0.0005,0.9963,0.0093,233.74,-3.5305,0.75,0.79,0.34,0.68,mid
TILA,PWM,21,3.22,137.1,79.18,0.0708,0.2351,0.0149,0,1.1307,0.0075,229.35,-2.04,0.73,0.8,0.24,0.65,mid
TILA,PWM,22,6.37,158.54,106.86,0.0643,0.171,0.0254,0.0002,1.4469,0.0091,232.35,-0.5653,0.77,0.65,0.28,0.64,mid
TILA,PWM,23,6.97,153.4,107.27,0.2205,0.214,0.0501,0,1.2111,0.0063,235.93,-0.483,0.7,0.73,0.28,0.62,mid
TILA,PWM,24,6.73,158.67,80.35,0.2261,0.1764,-0.0518,0,1.3674,0.0073,232.9,-0.0387,0.7,0.72,0.26,0.62,mid
TILA,PWM,25,5.37,141.97,126.73,0.0452,0.219,0.0967,0,1.5815,0.0088,237.83,-2.9851,0.74,0.55,0.37,0.61,mid
TILA,PWM,26,4.89,118.92,117.25,0.1059,0.2571,0.0885,0,1.0571,0.0109,231.22,-3.409,0.67,0.76,0.33,0.63,mid
TILA,PWM,27,1.6,148.58,108.36,0.0266,0.1312,0.0229,0.0001,1.0667,0.0123,239,-0.4171,0.84,0.81,0.4,0.74,high
TILA,PWM,28,9.21,171.56,108.2,0.376,0.2037,0.0724,0,1.4993,0.0071,233.55,-2.0889,0.67,0.59,0.29,0.57,mid
TILA,PWM,29,6.19,167.35,96.59,0.0829,0.159,0.1554,0.0021,1.2832,0.0084,228.74,0.7093,0.79,0.56,0.21,0.61,mid
TILA,PWM,30,6.38,166.68,74.32,0.1113,0.1784,0.0697,0.0005,1.0543,0.0129,233.38,-0.7627,0.75,0.76,0.35,0.67,mid
TILA,PWM,31,7.58,165.02,105.09,0.2701,0.2108,0.0186,0,1.3887,0.0121,233.03,-3.7724,0.71,0.69,0.38,0.64,mid
TILA,PWM,32,6.73,180.28,107.53,0.0421,0.1663,0.0176,0,1.2536,0.0052,230.76,-1.5407,0.82,0.74,0.22,0.68,mid
